RRMSE,AVGRE,Organism,Species,Abundance,Dominance,Read Length,Software
0.443474,0.354277,OB,S426,A1000000,D10,R150,PathoScope2
0.441397,0.350556,OB,S426,A1000000,D10,R300,PathoScope2
0.442048,0.353945,OB,S426,A1000000,D10,R75,PathoScope2
0.478574,0.243288,OB,S426,A1000000,D10,R1000,Sigma
0.458541,0.234082,OB,S426,A1000000,D10,R150,Sigma
0.473251,0.241378,OB,S426,A1000000,D10,R300,Sigma
0.434757,0.218639,OB,S426,A1000000,D10,R75,Sigma
0.740694,0.659878,OB,S426,A1000000,D10,R1000,Taxator
0.78121,0.708006,OB,S426,A1000000,D10,R150,Taxator
0.758884,0.678419,OB,S426,A1000000,D10,R300,Taxator
0.81346,0.754323,OB,S426,A1000000,D10,R75,Taxator
0.491521,0.433147,OB,S426,A1000000,D50,R1000,Centrifuge
0.490999,0.432111,OB,S426,A1000000,D50,R150,Centrifuge
0.492508,0.433897,OB,S426,A1000000,D50,R300,Centrifuge
0.493698,0.424371,OB,S426,A1000000,D50,R75,Centrifuge
25.642,5.35899,OB,S426,A1000000,D50,R1000,Constrains
25.2913,5.73977,OB,S426,A1000000,D50,R150,Constrains
25.1675,5.55969,OB,S426,A1000000,D50,R300,Constrains
24.3917,5.74387,OB,S426,A1000000,D50,R75,Constrains
0.444608,0.349885,OB,S426,A1000000,D50,R1000,Kraken
0.451996,0.355273,OB,S426,A1000000,D50,R150,Kraken
0.442734,0.347559,OB,S426,A1000000,D50,R300,Kraken
0.465024,0.362831,OB,S426,A1000000,D50,R75,Kraken
0.571738,0.43953,OB,S426,A1000000,D50,R1000,MetaMix
0.511712,0.388891,OB,S426,A1000000,D50,R150,MetaMix
0.547453,0.416173,OB,S426,A1000000,D50,R300,MetaMix
0.668875,0.447944,OB,S426,A1000000,D50,R75,MetaMix
12.2124,2.28571,OB,S426,A1000000,D50,R1000,MetaPhlan2
12.4895,2.75824,OB,S426,A1000000,D50,R150,MetaPhlan2
12.4311,2.67438,OB,S426,A1000000,D50,R300,MetaPhlan2
12.0385,2.76485,OB,S426,A1000000,D50,R75,MetaPhlan2
0.4526,0.364276,OB,S426,A1000000,D50,R1000,PathoScope2
0.433294,0.347804,OB,S426,A1000000,D50,R150,PathoScope2
0.429722,0.344347,OB,S426,A1000000,D50,R300,PathoScope2
0.43811,0.351389,OB,S426,A1000000,D50,R75,PathoScope2
0.628462,0.282332,OB,S426,A1000000,D50,R1000,Sigma
0.724454,0.279259,OB,S426,A1000000,D50,R150,Sigma
0.685076,0.287889,OB,S426,A1000000,D50,R300,Sigma
0.708186,0.270542,OB,S426,A1000000,D50,R75,Sigma
0.740482,0.659909,OB,S426,A1000000,D50,R1000,Taxator
0.782956,0.713982,OB,S426,A1000000,D50,R150,Taxator
0.760416,0.682388,OB,S426,A1000000,D50,R300,Taxator
0.814499,0.754826,OB,S426,A1000000,D50,R75,Taxator
0.491998,0.432693,OB,S426,A1000000,D100,R1000,Centrifuge
0.489508,0.432111,OB,S426,A1000000,D100,R150,Centrifuge
0.491341,0.432524,OB,S426,A1000000,D100,R300,Centrifuge
0.493413,0.427355,OB,S426,A1000000,D100,R75,Centrifuge
14.2781,4.09195,OB,S426,A1000000,D100,R1000,Constrains
14.8917,4.15804,OB,S426,A1000000,D100,R150,Constrains
14.7585,4.11422,OB,S426,A1000000,D100,R300,Constrains
13.8079,4.10088,OB,S426,A1000000,D100,R75,Constrains
0.449355,0.352718,OB,S426,A1000000,D100,R1000,Kraken
0.45688,0.35717,OB,S426,A1000000,D100,R150,Kraken
0.451593,0.354338,OB,S426,A1000000,D100,R300,Kraken
0.467228,0.363317,OB,S426,A1000000,D100,R75,Kraken
0.590831,0.460504,OB,S426,A1000000,D100,R1000,MetaMix
0.53123,0.418166,OB,S426,A1000000,D100,R150,MetaMix
0.55649,0.434634,OB,S426,A1000000,D100,R300,MetaMix
0.617331,0.494282,OB,S426,A1000000,D100,R75,MetaMix
6.98613,1.94486,OB,S426,A1000000,D100,R1000,MetaPhlan2
3.32345,1.38965,OB,S426,A1000000,D100,R150,MetaPhlan2
7.2276,1.95219,OB,S426,A1000000,D100,R300,MetaPhlan2
3.39696,1.4217,OB,S426,A1000000,D100,R75,MetaPhlan2
0.452922,0.362966,OB,S426,A1000000,D100,R1000,PathoScope2
0.438044,0.351641,OB,S426,A1000000,D100,R150,PathoScope2
0.438675,0.351838,OB,S426,A1000000,D100,R300,PathoScope2
0.43929,0.352087,OB,S426,A1000000,D100,R75,PathoScope2
0.486177,0.250398,OB,S426,A1000000,D100,R1000,Sigma
0.462707,0.23824,OB,S426,A1000000,D100,R150,Sigma
0.482806,0.24674,OB,S426,A1000000,D100,R300,Sigma
0.442794,0.227864,OB,S426,A1000000,D100,R75,Sigma
0.743354,0.662588,OB,S426,A1000000,D100,R1000,Taxator
0.783427,0.712025,OB,S426,A1000000,D100,R150,Taxator
0.760564,0.679619,OB,S426,A1000000,D100,R300,Taxator
0.814289,0.755293,OB,S426,A1000000,D100,R75,Taxator
0.587019,0.533201,OB,S426,A10000000,D1,R1000,Centrifuge
0.582172,0.529005,OB,S426,A10000000,D1,R150,Centrifuge
0.588148,0.534854,OB,S426,A10000000,D1,R300,Centrifuge
0.575233,0.51795,OB,S426,A10000000,D1,R75,Centrifuge
18.1808,5.64319,OB,S426,A10000000,D1,R1000,Constrains
19.2066,5.48269,OB,S426,A10000000,D1,R150,Constrains
19.3487,5.5962,OB,S426,A10000000,D1,R300,Constrains
17.7753,5.35288,OB,S426,A10000000,D1,R75,Constrains
0.456631,0.398056,OB,S426,A10000000,D1,R1000,Kraken
0.465814,0.405881,OB,S426,A10000000,D1,R150,Kraken
0.45889,0.399856,OB,S426,A10000000,D1,R300,Kraken
0.477699,0.417236,OB,S426,A10000000,D1,R75,Kraken
8.92232,2.68197,OB,S426,A10000000,D1,R1000,MetaPhlan2
9.43906,2.59827,OB,S426,A10000000,D1,R150,MetaPhlan2
9.50926,2.65525,OB,S426,A10000000,D1,R300,MetaPhlan2
8.71984,2.53508,OB,S426,A10000000,D1,R75,MetaPhlan2
0.45057,0.402819,OB,S426,A10000000,D1,R1000,PathoScope2
0.441964,0.401133,OB,S426,A10000000,D1,R150,PathoScope2
0.441903,0.400458,OB,S426,A10000000,D1,R300,PathoScope2
0.443272,0.40246,OB,S426,A10000000,D1,R75,PathoScope2
0.383675,0.272183,OB,S426,A10000000,D1,R1000,Sigma
0.366231,0.260155,OB,S426,A10000000,D1,R150,Sigma
0.379043,0.269942,OB,S426,A10000000,D1,R300,Sigma
0.354144,0.250003,OB,S426,A10000000,D1,R75,Sigma
0.767647,0.698797,OB,S426,A10000000,D1,R1000,Taxator
0.80991,0.7482,OB,S426,A10000000,D1,R150,Taxator
0.786472,0.720404,OB,S426,A10000000,D1,R300,Taxator
0.842066,0.790097,OB,S426,A10000000,D1,R75,Taxator
0.494728,0.434764,OB,S426,A10000000,D10,R1000,Centrifuge
0.49301,0.435103,OB,S426,A10000000,D10,R150,Centrifuge
0.49521,0.435995,OB,S426,A10000000,D10,R300,Centrifuge
0.498079,0.429695,OB,S426,A10000000,D10,R75,Centrifuge
18.7896,5.04576,OB,S426,A10000000,D10,R1000,Constrains
19.9798,5.18864,OB,S426,A10000000,D10,R150,Constrains
19.6625,5.12508,OB,S426,A10000000,D10,R300,Constrains
19.1431,5.20079,OB,S426,A10000000,D10,R75,Constrains
0.4517,0.353948,OB,S426,A10000000,D10,R1000,Kraken
0.460408,0.360153,OB,S426,A10000000,D10,R150,Kraken
0.452893,0.354944,OB,S426,A10000000,D10,R300,Kraken
0.469805,0.366457,OB,S426,A10000000,D10,R75,Kraken
6.42225,1.80276,OB,S426,A10000000,D10,R1000,MetaPhlan2
9.83131,2.47178,OB,S426,A10000000,D10,R150,MetaPhlan2
9.67319,2.43984,OB,S426,A10000000,D10,R300,MetaPhlan2
9.40936,2.47643,OB,S426,A10000000,D10,R75,MetaPhlan2
0.456239,0.363537,OB,S426,A10000000,D10,R1000,PathoScope2
0.441316,0.353137,OB,S426,A10000000,D10,R150,PathoScope2
0.440414,0.352487,OB,S426,A10000000,D10,R300,PathoScope2
0.441002,0.353544,OB,S426,A10000000,D10,R75,PathoScope2
0.492805,0.257881,OB,S426,A10000000,D10,R1000,Sigma
0.489223,0.246295,OB,S426,A10000000,D10,R150,Sigma
0.495292,0.253432,OB,S426,A10000000,D10,R300,Sigma
0.472113,0.238277,OB,S426,A10000000,D10,R75,Sigma
0.746784,0.664668,OB,S426,A10000000,D10,R1000,Taxator
0.78823,0.71887,OB,S426,A10000000,D10,R150,Taxator
0.765904,0.686365,OB,S426,A10000000,D10,R300,Taxator
0.817529,0.759266,OB,S426,A10000000,D10,R75,Taxator
0.485113,0.426087,OB,S426,A10000000,D50,R1000,Centrifuge
0.482605,0.424916,OB,S426,A10000000,D50,R150,Centrifuge
0.485091,0.426789,OB,S426,A10000000,D50,R300,Centrifuge
0.482883,0.417103,OB,S426,A10000000,D50,R75,Centrifuge
20.8633,5.15037,OB,S426,A10000000,D50,R1000,Constrains
22.1255,5.48953,OB,S426,A10000000,D50,R150,Constrains
21.5431,5.31136,OB,S426,A10000000,D50,R300,Constrains
22.6628,5.64001,OB,S426,A10000000,D50,R75,Constrains
0.451372,0.351113,OB,S426,A10000000,D50,R1000,Kraken
0.45853,0.356642,OB,S426,A10000000,D50,R150,Kraken
0.450882,0.350975,OB,S426,A10000000,D50,R300,Kraken
0.468849,0.362643,OB,S426,A10000000,D50,R75,Kraken
10.2787,2.4709,OB,S426,A10000000,D50,R1000,MetaPhlan2
10.3884,2.33954,OB,S426,A10000000,D50,R150,MetaPhlan2
10.6165,2.54841,OB,S426,A10000000,D50,R300,MetaPhlan2
10.759,2.44003,OB,S426,A10000000,D50,R75,MetaPhlan2
0.452824,0.359971,OB,S426,A10000000,D50,R1000,PathoScope2
0.442599,0.351443,OB,S426,A10000000,D50,R150,PathoScope2
0.440682,0.350162,OB,S426,A10000000,D50,R300,PathoScope2
0.443768,0.352177,OB,S426,A10000000,D50,R75,PathoScope2
0.57101,0.286762,OB,S426,A10000000,D50,R1000,Sigma
0.600348,0.272087,OB,S426,A10000000,D50,R150,Sigma
0.592285,0.283771,OB,S426,A10000000,D50,R300,Sigma
0.588045,0.261638,OB,S426,A10000000,D50,R75,Sigma
0.741889,0.661924,OB,S426,A10000000,D50,R1000,Taxator
0.782197,0.71249,OB,S426,A10000000,D50,R150,Taxator
0.760282,0.682376,OB,S426,A10000000,D50,R300,Taxator
0.812009,0.74934,OB,S426,A10000000,D50,R75,Taxator
0.490769,0.431688,OB,S426,A10000000,D100,R1000,Centrifuge
0.488877,0.431331,OB,S426,A10000000,D100,R150,Centrifuge
0.49097,0.432203,OB,S426,A10000000,D100,R300,Centrifuge
0.493514,0.42669,OB,S426,A10000000,D100,R75,Centrifuge
12.2872,3.96503,OB,S426,A10000000,D100,R1000,Constrains
13.9607,4.08486,OB,S426,A10000000,D100,R150,Constrains
13.3316,4.02669,OB,S426,A10000000,D100,R300,Constrains
13.0268,4.04869,OB,S426,A10000000,D100,R75,Constrains
0.448918,0.351563,OB,S426,A10000000,D100,R1000,Kraken
0.455647,0.355974,OB,S426,A10000000,D100,R150,Kraken
0.449222,0.352045,OB,S426,A10000000,D100,R300,Kraken
0.465483,0.362424,OB,S426,A10000000,D100,R75,Kraken
5.98153,1.88011,OB,S426,A10000000,D100,R1000,MetaPhlan2
6.82535,1.93546,OB,S426,A10000000,D100,R150,MetaPhlan2
3.14108,1.39369,OB,S426,A10000000,D100,R300,MetaPhlan2
6.35295,1.91648,OB,S426,A10000000,D100,R75,MetaPhlan2
0.451586,0.358737,OB,S426,A10000000,D100,R1000,PathoScope2
0.436856,0.350712,OB,S426,A10000000,D100,R150,PathoScope2
0.436509,0.349781,OB,S426,A10000000,D100,R300,PathoScope2
0.437338,0.350994,OB,S426,A10000000,D100,R75,PathoScope2
0.486951,0.250131,OB,S426,A10000000,D100,R1000,Sigma
0.461368,0.236864,OB,S426,A10000000,D100,R150,Sigma
0.479799,0.245216,OB,S426,A10000000,D100,R300,Sigma
0.443091,0.227497,OB,S426,A10000000,D100,R75,Sigma
0.741835,0.660377,OB,S426,A10000000,D100,R1000,Taxator
0.783068,0.711841,OB,S426,A10000000,D100,R150,Taxator
0.760578,0.679859,OB,S426,A10000000,D100,R300,Taxator
0.814288,0.755506,OB,S426,A10000000,D100,R75,Taxator
