OTU,Achromobacter.xylosoxidans,Acinetobacter.baumannii,Aggregatibacter.actinomycetemcomitans,Aggregatibacter.aphrophilus,Agrobacterium.fabrum,Agrobacterium.radiobacter,Anaerococcus.prevotii,Anaerolinea.thermophila,Arcanobacterium.haemolyticum,Atopobium.parvulum,Bacillus.anthracis,Bacillus.clausii,Bacillus.subtilis,Bifidobacterium.animalis,Bifidobacterium.breve,Bifidobacterium.dentium,Bifidobacterium.longum,Bordetella.pertussis,Burkholderia.cepacia,Caldilinea.aerophila,Campylobacter.concisus,Campylobacter.curvus,Capnocytophaga.ochracea,Chlamydophila.pneumoniae,Chlorobium.limicola,Comamonas.testosteroni,Corynebacterium.diphtheriae,Corynebacterium.urealyticum,Cronobacter.malonaticus,Cronobacter.sakazakii,Cryptobacterium.curtum,Cutibacterium.avidum,Delftia.acidovorans,Eggerthella.lenta,Enterococcus.faecalis,Escherichia.coli,Eubacterium.limosum,Filifactor.alocis,Finegoldia.magna,Fretibacterium.fastidiosum,Fusobacterium.nucleatum,Gardnerella.vaginalis,Haemophilus.ducreyi,Haemophilus.influenzae,Haemophilus.parainfluenzae,Helicobacter.pylori,Ignavibacterium.album,Klebsiella.pneumoniae,Kytococcus.sedentarius,Lactobacillus.acidophilus,Lactobacillus.amylovorus,Lactobacillus.brevis,Lactobacillus.buchneri,Lactobacillus.casei,Lactobacillus.crispatus,Lactobacillus.fermentum,Lactobacillus.gasseri,Lactobacillus.johnsonii,Lactobacillus.paracasei,Lactobacillus.plantarum,Lactobacillus.reuteri,Lactobacillus.rhamnosus,Lactobacillus.salivarius,Lactococcus.lactis,Leptotrichia.buccalis,Listeria.monocytogenes,Melioribacter.roseus,Mesorhizobium.loti,Moraxella.catarrhalis,Mycobacterium.leprae,Mycobacterium.neoaurum,Mycobacterium.tuberculosis,Mycoplasma.fermentans,Neisseria.gonorrhoeae,Neisseria.lactamica,Neisseria.meningitidis,Ochrobactrum.anthropi,Olsenella.uli,Porphyromonas.asaccharolytica,Porphyromonas.gingivalis,Prevotella.denticola,Prevotella.intermedia,Prevotella.melaninogenica,Propionibacterium.acnes,Proteus.mirabilis,Pseudomonas.aeruginosa,Pseudomonas.fluorescens,Pseudomonas.stutzeri,Pseudopropionibacterium.propionicum,Ralstonia.pickettii,Rhodobacter.capsulatus,Rothia.dentocariosa,Rothia.mucilaginosa,Saccharimonas.aalborgensis,Sanguibacter.keddieii,Staphylococcus.aureus,Staphylococcus.epidermidis,Staphylococcus.warneri,Stenotrophomonas.maltophilia,Streptococcus.agalactiae,Streptococcus.anginosus,Streptococcus.constellatus,Streptococcus.cristatus,Streptococcus.gordonii,Streptococcus.intermedius,Streptococcus.mitis,Streptococcus.mutans,Streptococcus.oralis,Streptococcus.parasanguinis,Streptococcus.pneumoniae,Streptococcus.pyogenes,Streptococcus.salivarius,Streptococcus.sanguinis,Tannerella.forsythia,Treponema.denticola,Treponema.pallidum,Trichomonas.vaginalis,Variovorax.paradoxus,Veillonella.parvula,Yersinia.pestis,Pseudomonas.protegens
OB_S10_A10000000_D100_R300_Centrifuge,0,0,0,0,0,0,0,0,0,0,1620435,0,0,0,0,0,773044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561930,0,0,0,0,0,0,0,0,0,423520,0,0,0,0,0,0,0,0,0,0,0,802808,0,337578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870210,0,0,752546,0,0,0,0,0,0,0,0,0,0,0,0,431045,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D100_R300_Kraken,0,0,0,0,0,0,0,0,0,0,2523551,0,0,0,0,0,386266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918956,0,0,0,0,0,0,0,0,0,785766,0,0,0,0,0,0,0,0,0,0,0,448117,0,675172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727293,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D100_R300_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,650173,0,0,0,0,0,429787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113068,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D100_R300_PathoScope2,0,0,0,0,0,0,0,0,0,0,2391275,0,0,0,0,0,781202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998176,0,0,0,0,0,0,0,0,0,793702,0,0,0,0,0,0,0,0,0,0,0,745902.5,0,675165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919671.5,0,0,1502811,0,0,0,0,0,0,0,0,0,0,0,0,727466,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D100_R300_Taxator-tk,0,0,0,0,0,0,0,0,0,0,598391,0,0,0,0,0,698880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847574,0,0,0,0,0,0,0,0,0,719858,0,0,0,0,0,0,0,0,0,0,0,651286,0,11455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861874,0,0,1321798,0,0,0,0,0,0,0,0,0,0,0,0,643235,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D100_R75_Centrifuge,0,0,0,0,0,0,0,0,0,0,1376358,0,0,0,0,0,801694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477770,0,0,0,0,0,0,0,0,0,616398,0,0,0,0,0,0,0,0,0,0,0,824552,0,336158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865043,0,0,761188,0,0,0,0,0,0,0,0,0,0,0,0,492301,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D100_R75_Kraken,0,0,0,0,0,0,0,0,0,0,2275717,0,0,0,0,0,249025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702800,0,0,0,0,0,0,0,0,0,774921,0,0,0,0,0,0,0,0,0,0,0,252723,0,672296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694280,0,0,1502398,0,0,0,0,0,0,0,0,0,0,0,0,723512,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D100_R75_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,700684,0,0,0,0,0,381932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075247,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D100_R75_PathoScope2,0,0,0,0,0,0,0,0,0,0,2232418.5,0,0,0,0,0,782661.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996491,0,0,0,0,0,0,0,0,0,796323.5,0,0,0,0,0,0,0,0,0,0,0,747121,0,672295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922038.5,0,0,1502476.5,0,0,0,0,0,0,0,0,0,0,0,0,726488,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D100_R75_Taxator-tk,0,0,0,0,0,0,0,0,0,0,265410,0,0,0,0,0,524542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504154,0,0,0,0,0,0,0,0,0,523826,0,0,0,0,0,0,0,0,0,0,0,333274,0,3591.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570990,0,0,924617,0,0,0,0,0,0,0,0,0,0,0,0,466902,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D100_Rall,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,1e+06,0,0,0,0,1000000,0,0,0,0
OB_S10_A10000000_D50_R1000_Centrifuge,0,0,0,0,0,0,0,0,0,0,2300008,0,0,0,0,0,1098380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527162,0,0,0,0,0,0,0,0,0,133906,0,0,0,0,0,0,0,0,0,0,0,1203521,0,98958.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192000,0,0,320816,0,0,0,0,0,0,0,0,0,0,0,0,543364,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R1000_Kraken,0,0,0,0,0,0,0,0,0,0,3365573,0,0,0,0,0,554912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315836,0,0,0,0,0,0,0,0,0,248894,0,0,0,0,0,0,0,0,0,0,0,674982,0,197940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205529,0,0,640773,0,0,0,0,0,0,0,0,0,0,0,0,918768,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R1000_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,1068118,0,0,0,0,0,841816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812120,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R1000_PathoScope2,0,0,0,0,0,0,0,0,0,0,1620110,0,0,0,0,0,553792.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342662,0,0,0,0,0,0,0,0,0,125737,0,0,0,0,0,0,0,0,0,0,0,556667,0,98969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064603,0,0,320384,0,0,0,0,0,0,0,0,0,0,0,0,459473,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R1000_Taxator-tk,0,0,0,0,0,0,0,0,0,0,918658,0,0,0,0,0,1027418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310234,0,0,0,0,0,0,0,0,0,233420,0,0,0,0,0,0,0,0,0,0,0,1034513,0,5272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229710,0,0,584181,0,0,0,0,0,0,0,0,0,0,0,0,843228,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R150_Centrifuge,0,0,0,0,0,0,0,0,0,0,1961070,0,0,0,0,0,1140436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538453,0,0,0,0,0,0,0,0,0,150624,0,0,0,0,0,0,0,0,0,0,0,1227370,0,99360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227500,0,0,322466,0,0,0,0,0,0,0,0,0,0,0,0,571128,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R150_Kraken,0,0,0,0,0,0,0,0,0,0,3290455,0,0,0,0,0,450738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291624,0,0,0,0,0,0,0,0,0,249073,0,0,0,0,0,0,0,0,0,0,0,536946,0,198720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126931,0,0,642752,0,0,0,0,0,0,0,0,0,0,0,0,916012,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R150_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,1096101,0,0,0,0,0,630188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570020,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R150_PathoScope2,0,0,0,0,0,0,0,0,0,0,3186008,0,0,0,0,0,1106450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342148,0,0,0,0,0,0,0,0,0,252475.5,0,0,0,0,0,0,0,0,0,0,0,1110756,0,198718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1262748,0,0,642750,0,0,0,0,0,0,0,0,0,0,0,0,917482,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R150_Taxator-tk,0,0,0,0,0,0,0,0,0,0,488142,0,0,0,0,0,910510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242849,0,0,0,0,0,0,0,0,0,211988,0,0,0,0,0,0,0,0,0,0,0,791205,0,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043678,0,0,512696,0,0,0,0,0,0,0,0,0,0,0,0,746396,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R300_Centrifuge,0,0,0,0,0,0,0,0,0,0,2120210,0,0,0,0,0,1093430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536486,0,0,0,0,0,0,0,0,0,134334,0,0,0,0,0,0,0,0,0,0,0,1195880,0,99170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195130,0,0,320677,0,0,0,0,0,0,0,0,0,0,0,0,544534,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R300_Kraken,0,0,0,0,0,0,0,0,0,0,3365597,0,0,0,0,0,548712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315272,0,0,0,0,0,0,0,0,0,249053,0,0,0,0,0,0,0,0,0,0,0,667955,0,198343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918212,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R300_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,1066117,0,0,0,0,0,709282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629628,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R300_PathoScope2,0,0,0,0,0,0,0,0,0,0,3233363.5,0,0,0,0,0,1106421.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342730,0,0,0,0,0,0,0,0,0,251624.5,0,0,0,0,0,0,0,0,0,0,0,1111594.5,0,198342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263633,0,0,640358,0,0,0,0,0,0,0,0,0,0,0,0,918392,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R300_Taxator-tk,0,0,0,0,0,0,0,0,0,0,692786,0,0,0,0,0,989812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290936,0,0,0,0,0,0,0,0,0,227934,0,0,0,0,0,0,0,0,0,0,0,970649,0,3388.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184920,0,0,563002,0,0,0,0,0,0,0,0,0,0,0,0,812674,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R75_Centrifuge,0,0,0,0,0,0,0,0,0,0,1821828,0,0,0,0,0,1130410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508160,0,0,0,0,0,0,0,0,0,194101,0,0,0,0,0,0,0,0,0,0,0,1227679,0,98651.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184480,0,0,324480,0,0,0,0,0,0,0,0,0,0,0,0,621971,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R75_Kraken,0,0,0,0,0,0,0,0,0,0,3118832,0,0,0,0,0,352636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241709,0,0,0,0,0,0,0,0,0,244027,0,0,0,0,0,0,0,0,0,0,0,376627,0,197296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950999,0,0,640528,0,0,0,0,0,0,0,0,0,0,0,0,914010,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R75_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,1101631,0,0,0,0,0,603310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507657,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R75_PathoScope2,0,0,0,0,0,0,0,0,0,0,3075172,0,0,0,0,0,1105311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342408,0,0,0,0,0,0,0,0,0,250641,0,0,0,0,0,0,0,0,0,0,0,1113348.5,0,197298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263196.5,0,0,640556,0,0,0,0,0,0,0,0,0,0,0,0,918514,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_R75_Taxator-tk,0,0,0,0,0,0,0,0,0,0,292847,0,0,0,0,0,740004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173276,0,0,0,0,0,0,0,0,0,165220,0,0,0,0,0,0,0,0,0,0,0,496870,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781704,0,0,394264,0,0,0,0,0,0,0,0,0,0,0,0,590662,0,0,0,0,0,0,0,0,0
OB_S10_A10000000_D50_Rall,0,0,0,0,0,0,0,0,0,0,1517585,0,0,0,0,0,1438053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349655,0,0,0,0,0,0,0,0,0,322025,0,0,0,0,0,0,0,0,0,0,0,1517585,0,299040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398105,0,0,434808,0,0,0,0,0,0,0,0,0,0,0,0,1285090,0,0,0,0,1000000,0,0,0,0
OB_S100_A100000_D1_R1000_Centrifuge,0,185,0,0,0,0,0,0,152,0,49724,0,0,313.5,0,0,341,0,0,0,0,0,0,0,0,341.5,1336,158.5,0,1501.5,0,0,0,0,0,7468.5,555,157,0,0,251,136,0,368,139,0,0,0,95,304,0,163,0,0,0,0,0,0,0,189,586,209.5,189,354.5,0,404.5,0,0,0,0,0,0,0,0,0,1396.5,0,0,0,117,0,0,0,503.5,0,101,0,0,0,950,0,0,0,0,0,563.5,299,0,0,446,0,0,0,0,337,0,0,163.5,146.5,1534.5,727.5,0,114,44.5,92,402,0,212.5,0,549.5,0
OB_S100_A100000_D1_R1000_Kraken,0,156,0,0,0,0,0,0,305,0,75990,0,0,613,0,0,266,0,0,0,0,0,0,0,0,683,1464,234,0,2807,0,0,0,0,0,3563,1110,313,0,0,502,272,0,604,275,0,0,0,190,307,0,218,0,0,0,0,0,0,0,97,857,232,322,385,0,320,0,0,0,0,0,0,0,0,0,767,0,0,0,218,0,0,0,387,0,161,0,0,0,1616,0,0,0,0,0,64,383,0,0,243,0,0,0,0,596,0,0,324,276,1337,459,0,228,88,184,0,0,421,0,40,0
OB_S100_A100000_D1_R1000_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,84395.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3852.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OB_S100_A100000_D1_R1000_PathoScope2,0,146,0,0,0,0,0,0,300,0,74796,0,0,615,0,0,368,0,0,0,0,0,0,499,0,682,1395,233,0,2780,0,0,0,0,0,6756,1110,313.5,0,0,365,271,0,569.5,270,0,0,0,190,308,0,0,0,0,0,0,0,0,0,175,855.5,226,319.5,394.5,0,311,0,0,0,0,0,0,0,0,0,1552,0,0,0,218,0,0,0,559,0,161,0,0,0,1616,0,0,0,0,0,630,365,0,0,503,0,0,0,0,543.5,0,0,293,378.5,1260,941.5,0,216,0,184,421,0,422,0,1027.5,0
OB_S100_A100000_D1_R1000_Taxator-tk,0,144,0,0,0,0,0,0,9,0,16885.5,0,0,563,0,0,380,0,0,0,0,0,0,0,0,38,1436,145,0,2677,0,0,0,0,0,6858,45,24,0,0,417,112,0,584,12,0,0,0,9,13,0,103,0,0,0,0,0,0,0,179,767,225,278,377,0,309,0,0,0,0,0,0,0,0,0,1470,0,0,0,206,0,0,0,0,0,154,0,0,0,356,0,0,0,0,0,602,169,0,0,386,0,0,0,0,501,0,0,3,236,1283,919,0,13,13,17,172,0,238,0,467,0
OB_S100_A100000_D1_R150_Centrifuge,0,173.5,0,0,0,0,0,0,149.5,0,42919,0,0,302.5,0,0,396.5,0,0,0,0,0,0,0,0,359,1385.5,179,0,1676,0,0,0,0,0,7125,580.5,167,0,0,267,157.5,0,437,149,0,0,0,98,302.5,0,158,0,0,0,0,0,0,0,263.5,598.5,269.5,201.5,441,0,363,0,0,0,0,0,0,0,0,0,1539.5,0,0,0,144.5,0,0,0,415,0,150,0,0,0,937,0,0,0,0,0,445,305.5,0,0,530.5,0,0,0,0,346,0,0,148.5,173.5,1361,900,0,116,39,63,332,0,211.5,0,530.5,0
OB_S100_A100000_D1_R150_Kraken,0,147,0,0,0,0,0,0,299,0,74668,0,0,599,0,0,262,0,0,0,0,0,0,0,0,718,1467,247,0,2963,0,0,0,0,0,2958,1161,334,0,0,533,315,0,632,293,0,0,0,196,306,0,200,0,0,0,0,0,0,0,77,815,255,316,427,0,313,0,0,0,0,0,0,0,0,0,586,0,0,0,232,0,0,0,298,0,173,0,0,0,1599,0,0,0,0,0,44,385,0,0,200,0,0,0,0,554,0,0,291,297,1377,341,0,232,78,126,0,0,419,0,29,0
OB_S100_A100000_D1_R150_MetaPhlan2,0,0,0,0,0,0,0,0,0,0,64912.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824.48,0,0,0,0,0,0,5807.58,0,0,0,1347.84,0,0,0,1793.58,0,0,0,0,25.29,0,0,0,0,0,0,0,0,0,0,240.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.94,0,0,752.34,0,0,0,0,0,0,0,2319.04,0,0,0,0,648.69,0,0,0,0,0,0,0,0
OB_S100_A100000_D1_R150_PathoScope2,0,146.5,0,0,0,0,0,0,297.5,0,73616.5,0,0,604,0,0,476,0,0,0,0,0,0,484,0,718,1470.5,247.5,0,2967.5,0,0,0,0,0,7037,1161,334,0,0,533,315,0,634,292.5,0,0,0,196,306,0,201.5,0,0,0,0,0,0,0,223.5,814.5,255,315.5,436.5,0,311.5,0,0,0,0,0,0,0,0,0,1612,0,0,0,232,0,0,0,523,0,173,0,0,0,1599,0,0,0,0,0,614.5,388.5,0,0,564,0,0,0,0,560,0,0,287.5,298,1404,1035,0,232,78.5,125.5,450,0,419,0,1016.5,0
OB_S100_A100000_D1_R150_Taxator-tk,0,117,0,0,0,0,0,0,10.5,0,7477,0,0,506.5,0,0,389.5,0,0,0,0,0,0,0,0,21,1343,92,0,2719.5,0,0,0,0,0,6629.5,16,7.5,0,0,314,65,0,581.5,2.5,0,0,0,4.5,6,0,47.5,0,0,0,0,0,0,0,161.5,668.5,215.5,189.5,366.5,0,285,0,0,0,0,0,0,0,0,0,1175,0,0,0,173.5,0,0,0,0,0,155.5,0,0,0,151,0,0,0,0,0,511,107.5,0,0,268,0,0,0,0,316.5,0,0,4.5,179,1211.5,935,0,1.5,8.5,6.5,73,0,180,0,189.5,0
OB_S100_A100000_D1_R300_Centrifuge,0,140.5,0,0,0,0,0,0,158,0,46124.5,0,0,311.5,0,0,343.5,0,0,0,0,0,0,0,0,336.5,1388.5,161,0,1573,0,0,0,0,0,7251.5,572.5,162.5,0,0,267.5,157.5,0,371,168.5,0,0,0,103.5,284,0,159,0,0,0,0,0,0,0,191.5,573,228,176,353.5,0,449,0,0,0,0,0,0,0,0,0,1349,0,0,0,115,0,0,0,541.5,0,93,0,0,0,931.5,0,0,0,0,0,508.5,275,0,0,496.5,0,0,0,0,322,0,0,167,169,1445,822,0,132,35,93.5,408.5,0,210,0,523.5,0
OB_S100_A100000_D1_R300_Kraken,0,123,0,0,0,0,0,0,316,0,75673,0,0,619,0,0,287,0,0,0,0,0,0,0,0,673,1476,247,0,2935,0,0,0,0,0,3558,1145,325,0,0,532,315,0,590,334,0,0,0,208,288,0,214,0,0,0,0,0,0,0,82,809,254,292,386,0,369,0,0,0,0,0,0,0,0,0,705,0,0,0,211,0,0,0,385,0,144,0,0,0,1587,0,0,0,0,0,76,362,0,0,252,0,0,0,0,579,0,0,327,305,1339,484,0,261,67,187,0,0,419,0,39,0
